DA,Source,Target,Indexed,Source_url,Target_url
38,Collections – Mosi Tea  8.execute-api.us-west-2.amazonaws.com%2Fprod%2Fstores%2Fe8a44b80-707 3-498e-8663-b5a1a14c0fe5%2Fproducts%2Fshopify-8040355692719%2Freview s%3Flimit%3D5%26orderBy%3Dhas_media%2520desc%26lastEvaluated%3D%2 57B%2522subscriberId%2522%253A%2522e8a44b80-7073-498e-8663-b5a1a14 c0fe5%2522%252C%2522subscriberId_productId%2522%253A%2522e8a44b80 -7073-498e-8663-b5a1a14c0fe5%253Ashopify-8040355692719%2522%252C%2 522reviewId%2522%253A%25226b87159e-e733-4aaa-a855-d4057ba9908c%25 22%252C%2522_hasMedia_dateCreated%2522%253A%2522false%253A2024-0 9-29T03%253A20%253A38.126Z%2522%257D&okeReviewsPageNum=2,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/?okeReviewsNextUrl=https%3A%2F%2F5i27ysv3j"", ""https://mositea.com/products/?okeReviewsNextUrl=https%3A%2F%2F5i27ysv3j"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Health and Wellness Bundle – Mosi Tea  dle,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/best-sellers/products/health-and-wellness-bun"", ""https://mositea.com/collections/best-sellers/products/health-and-wellness-bun"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Collections – Mosi Tea  8.execute-api.us-west-2.amazonaws.com%2Fprod%2Fstores%2Fe8a44b80-707 3-498e-8663-b5a1a14c0fe5%2Fproducts%2Fshopify-6573466812591%2Freview s%3Flimit%3D5%26orderBy%3Dhas_media%2520desc%26lastEvaluated%3D%2 57B%2522subscriberId%2522%253A%2522e8a44b80-7073-498e-8663-b5a1a14 c0fe5%2522%252C%2522subscriberId_productId%2522%253A%2522e8a44b80 -7073-498e-8663-b5a1a14c0fe5%253Ashopify-6573466812591%2522%252C%2 522reviewId%2522%253A%252206fcff81-105e-40c8-880d-fd1145e4e4c4%2522 %252C%2522_hasMedia_dateCreated%2522%253A%2522true%253A2025-02-2 1T00%253A25%253A50.197Z%2522%257D&okeReviewsPageNum=2,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/?okeReviewsNextUrl=https%3A%2F%2F5i27ysv3j"", ""https://mositea.com/products/?okeReviewsNextUrl=https%3A%2F%2F5i27ysv3j"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iced Lavender Rooibos Lemonade - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/iced-lavender-rooibos-lemonade"", ""https://mositea.com/blogs/recipes/iced-lavender-rooibos-lemonade"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Grapefruit Black Fruit Tea - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/grapefruit-black-fruit-tea"", ""https://mositea.com/blogs/recipes/grapefruit-black-fruit-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,World Traveler Gift Set - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/world-traveler-gift-set"", ""https://mositea.com/products/world-traveler-gift-set"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Mosi Tea – Black Tea Bundle with Premium, Garden-Picked Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/all/products/black-tea-bundle"", ""https://mositea.com/collections/all/products/black-tea-bundle"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Build Your Tea Bundle – Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/build-your-tea-bundle"", ""https://mositea.com/products/build-your-tea-bundle"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Tea Basics – tagged ""rose-black_featured"" – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/tea-basics/tagged/rose-black_featured"", ""https://mositea.com/blogs/tea-basics/tagged/rose-black_featured"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Blueberry Lemonade Earl Grey Tea Ice Pops - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/blueberry-lemonade-earl-grey-tea-ice-pops"", ""https://mositea.com/blogs/recipes/blueberry-lemonade-earl-grey-tea-ice-pops"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Orange Chai Fruit Tea - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/orange-chai-fruit-tea"", ""https://mositea.com/blogs/recipes/orange-chai-fruit-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Vanilla Matcha Coconut Dream - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/vanilla-matcha-coconut-dream"", ""https://mositea.com/blogs/recipes/vanilla-matcha-coconut-dream"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Mosi Tea – A Black Tea Starter Kit to Brew Tea and Anything Else!  -kit,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/black-tea-collection/products/black-tea-starter"", ""https://mositea.com/collections/black-tea-collection/products/black-tea-starter"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Health and Wellness Bundle – Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/gift-sets/products/health-and-wellness-bundle"", ""https://mositea.com/collections/gift-sets/products/health-and-wellness-bundle"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Banana and Rooibos Lavender Smoothie - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/banana-and-rooibos-lavender-smoothie"", ""https://mositea.com/blogs/recipes/banana-and-rooibos-lavender-smoothie"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Recipes – tagged ""Everest Oolong"" – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/tagged/everest-oolong"", ""https://mositea.com/blogs/recipes/tagged/everest-oolong"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Masala Chai Tea, Full-Bodied Black Tea - Mosi – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/black-tea-collection/products/masala-chai"", ""https://mositea.com/collections/black-tea-collection/products/masala-chai"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Mosi Tea Gift Card - Give the gift of brewing anything, anywhere",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/mosi-tea-gift-card"", ""https://mositea.com/products/mosi-tea-gift-card"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Ultimate Tea Infuser Features – Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/pages/ultimate-tea-infuser-features"", ""https://mositea.com/pages/ultimate-tea-infuser-features"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iced Raspberry Matcha Latte - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/iced-raspberry-matcha-latte"", ""https://mositea.com/blogs/recipes/iced-raspberry-matcha-latte"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Sunrise Boost Black Blend - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/sunrise-boost-black-blend"", ""https://mositea.com/blogs/recipes/sunrise-boost-black-blend"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Mosi Tea – Green Tea Starter Kit with our Award-Winning All in One Infuser,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/green-tea-starter-kit"", ""https://mositea.com/products/green-tea-starter-kit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Mosi Tea – Herbal Tea Starter Kit with our Award-Winning All in One Infuser,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/all/products/herbal-tea-starter-kit"", ""https://mositea.com/collections/all/products/herbal-tea-starter-kit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Green Mint Tea Strawberry Mango Slush - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/green-mint-tea-strawberry-mango-slush"", ""https://mositea.com/blogs/recipes/green-mint-tea-strawberry-mango-slush"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Rare Darjeeling Oolong Tea: Subtle Muscatel Aroma - Mosi – Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/tea/products/everest-oolong"", ""https://mositea.com/collections/tea/products/everest-oolong"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Coffee to Tea Gift Set - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/all/products/coffee-to-tea-transition-gift-set"", ""https://mositea.com/collections/all/products/coffee-to-tea-transition-gift-set"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premium Matcha Tea | Vanilla Matcha by Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/all-loose-leaf-teas/products/vanilla-matcha"", ""https://mositea.com/collections/all-loose-leaf-teas/products/vanilla-matcha"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Mosi Tea – Brew Anything Starter Kit with our All in One Infuser & Premium Tea Bundle  ?variant=41532082290863,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/starter-kits/products/brew-anything-starter-kit"", ""https://mositea.com/collections/starter-kits/products/brew-anything-starter-kit"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iced Salted Caramel and Everest Oolong Tea Latte - Mosi Tea  -latte,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/iced-salted-caramel-and-everest-oolong-tea"", ""https://mositea.com/blogs/recipes/iced-salted-caramel-and-everest-oolong-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Recipes – tagged ""Cold Drink"" – Page 2 – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/tagged/cold-drink?page=2"", ""https://mositea.com/blogs/recipes/tagged/cold-drink?page=2"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Tea – Mosi Tea  ysv3j8.execute-api.us-west-2.amazonaws.com%2Fprod%2Fstores%2Fe8a44b80 -7073-498e-8663-b5a1a14c0fe5%2Fproducts%2Fshopify-6573466812591%2Fre views%3Flimit%3D5%26orderBy%3Dhas_media%2520desc%26lastEvaluated%3 D%257B%2522subscriberId%2522%253A%2522e8a44b80-7073-498e-8663-b5a 1a14c0fe5%2522%252C%2522subscriberId_productId%2522%253A%2522e8a4 4b80-7073-498e-8663-b5a1a14c0fe5%253Ashopify-6573466812591%2522%252 C%2522reviewId%2522%253A%2522ab8cb8c6-dea0-495e-9c12-36c4670b064d %2522%252C%2522_hasMedia_dateCreated%2522%253A%2522true%253A202 4-04-10T21%253A32%253A15.793Z%2522%257D&okeReviewsPageNum=2,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/tea?okeReviewsNextUrl=https%3A%2F%2F5i27"", ""https://mositea.com/collections/tea?okeReviewsNextUrl=https%3A%2F%2F5i27"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Lavender Chamomile Herbal Tea - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/tea/products/lavender-chamomile"", ""https://mositea.com/collections/tea/products/lavender-chamomile"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Recipes – tagged ""Chamomile Tea"" – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/tagged/chamomile-tea"", ""https://mositea.com/blogs/recipes/tagged/chamomile-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Matcha – Mosi Tea  5i27ysv3j8.execute-api.us-west-2.amazonaws.com%2Fprod%2Fstores%2Fe8a4 4b80-7073-498e-8663-b5a1a14c0fe5%2Fproducts%2Fshopify-6573466812591% 2Freviews%3Flimit%3D5%26orderBy%3Dhas_media%2520desc%26lastEvaluate d%3D%257B%2522subscriberId%2522%253A%2522e8a44b80-7073-498e-8663- b5a1a14c0fe5%2522%252C%2522subscriberId_productId%2522%253A%2522e 8a44b80-7073-498e-8663-b5a1a14c0fe5%253Ashopify-6573466812591%2522% 252C%2522reviewId%2522%253A%2522df395004-c23b-47f1-a955-2aa17e5970 2e%2522%252C%2522_hasMedia_dateCreated%2522%253A%2522true%253A2 024-03-27T19%253A51%253A09.297Z%2522%257D&okeReviewsPageNum=2,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/matcha?okeReviewsNextUrl=https%3A%2F%2F"", ""https://mositea.com/collections/matcha?okeReviewsNextUrl=https%3A%2F%2F"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Portable All in One Tea, Match, and Coffee Infuser - Mosi – Mosi Tea  9379576684719",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/infusers/products/all-in-one-infuser?variant=3"", ""https://mositea.com/collections/infusers/products/all-in-one-infuser?variant=3"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Limited Release – Mosi Tea  %2F%2F5i27ysv3j8.execute-api.us-west-2.amazonaws.com%2Fprod%2Fstores% 2Fe8a44b80-7073-498e-8663-b5a1a14c0fe5%2Fproducts%2Fshopify-65734668 12591%2Freviews%3Flimit%3D5%26orderBy%3Dhas_media%2520desc%26last Evaluated%3D%257B%2522subscriberId%2522%253A%2522e8a44b80-7073-49 8e-8663-b5a1a14c0fe5%2522%252C%2522subscriberId_productId%2522%253 A%2522e8a44b80-7073-498e-8663-b5a1a14c0fe5%253Ashopify-657346681259 1%2522%252C%2522reviewId%2522%253A%2522ab8cb8c6-dea0-495e-9c12-36 c4670b064d%2522%252C%2522_hasMedia_dateCreated%2522%253A%2522tr ue%253A2024-04-10T21%253A32%253A15.793Z%2522%257D&okeReviewsPag eNum=2,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/limited-release?okeReviewsNextUrl=https%3A"", ""https://mositea.com/collections/limited-release?okeReviewsNextUrl=https%3A"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Premium Loose Leaf Black Tea | Morning Black by Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/products/morning-black"", ""https://mositea.com/products/morning-black"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,How to Make the Perfect Cup of Matcha - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/tea-basics/how-to-make-the-perfect-cup-of-matcha"", ""https://mositea.com/blogs/tea-basics/how-to-make-the-perfect-cup-of-matcha"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Recipes – tagged ""Latte"" – Page 2 – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/tagged/latte?page=2"", ""https://mositea.com/blogs/recipes/tagged/latte?page=2"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Recipes – tagged ""Latte"" – Page 3 – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/tagged/latte?page=3"", ""https://mositea.com/blogs/recipes/tagged/latte?page=3"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,"Recipes – tagged ""Latte"" – Page 7 – Mosi Tea",Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/tagged/latte?page=7"", ""https://mositea.com/blogs/recipes/tagged/latte?page=7"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Strawberry Chamomile Fruit Tea - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/strawberry-chamomile-fruit-tea"", ""https://mositea.com/blogs/recipes/strawberry-chamomile-fruit-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Orange Green Mint Tea - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/orange-green-mint-tea"", ""https://mositea.com/blogs/recipes/orange-green-mint-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Salted Caramel Maple Oolong Latte - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/salted-caramel-maple-oolong-latte"", ""https://mositea.com/blogs/recipes/salted-caramel-maple-oolong-latte"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Vanilla Matcha Collagen Energy Balls - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/vanilla-matcha-collagen-energy-balls"", ""https://mositea.com/blogs/recipes/vanilla-matcha-collagen-energy-balls"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Sweet Adeline Pomegranate Morning Black Tea - Mosi Tea  -tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/sweet-adeline-pomegranate-morning-black"", ""https://mositea.com/blogs/recipes/sweet-adeline-pomegranate-morning-black"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Garden-Picked Herbal Loose Leaf Tea Collection | Mosi Tea  s%3A%2F%2F5i27ysv3j8.execute-api.us-west-2.amazonaws.com%2Fprod%2Fst ores%2Fe8a44b80-7073-498e-8663-b5a1a14c0fe5%2Fproducts%2Fshopify-657 3466812591%2Freviews%3Flimit%3D5%26orderBy%3Dhas_media%2520desc% 26lastEvaluated%3D%257B%2522subscriberId%2522%253A%2522e8a44b80-7 073-498e-8663-b5a1a14c0fe5%2522%252C%2522subscriberId_productId%252 2%253A%2522e8a44b80-7073-498e-8663-b5a1a14c0fe5%253Ashopify-6573466 812591%2522%252C%2522reviewId%2522%253A%2522ab8cb8c6-dea0-495e-9 c12-36c4670b064d%2522%252C%2522_hasMedia_dateCreated%2522%253A% 2522true%253A2024-04-10T21%253A32%253A15.793Z%2522%257D&okeRevie wsPageNum=2,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/herbal-tea-collection?okeReviewsNextUrl=http"", ""https://mositea.com/collections/herbal-tea-collection?okeReviewsNextUrl=http"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Iced Lemon Mint Vanilla Matcha Tea - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/iced-lemon-mint-vanilla-matcha-tea"", ""https://mositea.com/blogs/recipes/iced-lemon-mint-vanilla-matcha-tea"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Package Protection – Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/collections/all/products/navidium-shipping-protection"", ""https://mositea.com/collections/all/products/navidium-shipping-protection"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
38,Rooibos Lavender Peach Paradise - Mosi Tea,Powered by Propero,2025-06-13,"=HYPERLINK(""https://mositea.com/blogs/recipes/rooibos-lavender-peach-paradise"", ""https://mositea.com/blogs/recipes/rooibos-lavender-peach-paradise"")","=HYPERLINK(""https://www.propero.in/"", ""https://www.propero.in/"")"
